raw_text,text_tfidf,text_bert,time
﻿﻿엔비디아가 작년부터 보여줄 수 있는 모든 걸 보여줬음 차세대 ai칩 루빈 베라 파인만 등 앞으로 3~4년 후 미래까지 다 보여줬고 이제는 사실상 애플 마소처럼 할배 주식이 됐습니다. 하루 1~2프로 오르면 많이 올랐다고 박수치는 그런 주식이고요  웬만한 호재로는 주가가 안 움직이고 최소 양자 로봇 혁명같은 거대한 무언가가 나와야 폭등을 기대할 수 있고요.   이런 주식이 장점도 있는데 우량주라서 어제처럼 나스닥 폭락사태에도 주가가 어느정도 방어가 되고 그리고 세계 경제 미국 경제 외부 상황에따라 주가가 움직이니까 미국 경기가 침체기일때 억대로 큰돈을 한번에 박아서 1년 후 머 한 30~40프로 정도 수익을 기대할 수 있습니다. 엔비디아가 앞으로 더 조정을 받으면 90~100$로 보는데 100$부터 담으면 내년 내후년에 170$까지 기대해볼 수 있고요  테슬라랑 많이들 비교하시는데 앞으로 갈길이 먼 성장주라 테슬라랑 엔비디아를 비교하는건 좀 안맞고요 어쨋든 올해가 담을 기회니까 내년 내후년에 수확 잘하시길 바랍ㄴ다.,엔비디아가 작년부터 보여줄 수 있는 모든 걸 보여줬음 차세대 ai칩 루빈 베라 파인만 등 앞으로 34년 후 미래까지 다 보여줬고 이제는 사실상 애플 마소처럼 할배 주식이 됐습니다 하루 12프로 오르면 많이 올랐다고 박수치는 그런 주식이고요 웬만한 호재로는 주가가 안 움직이고 최소 양자 로봇 혁명같은 거대한 무언가가 나와야 폭등을 기대할 수 있고요 이런 주식이 장점도 있는데 우량주라서 어제처럼 나스닥 폭락사태에도 주가가 어느정도 방어가 되고 그리고 세계 경제 미국 경제 외부 상황에따라 주가가 움직이니까 미국 경기가 침체기일때 억대로 큰돈을 한번에 박아서 1년 후 머 한 3040프로 정도 수익을 기대할 수 있습니다 엔비디아가 앞으로 더 조정을 받으면 90100로 보는데 100부터 담으면 내년 내후년에 170까지 기대해볼 수 있고요 테슬라랑 많이들 비교하시는데 앞으로 갈길이 먼 성장주라 테슬라랑 엔비디아를 비교하는건 좀 안맞고요 어쨋든 올해가 담을 기회니까 내년 내후년에 수확 잘하시길 바랍다,엔비디아가 작년부터 보여줄 수 있는 모든 걸 보여줬음 차세대 ai칩 루빈 베라 파인만 등 앞으로 34년 후 미래까지 다 보여줬고 이제는 사실상 애플 마소처럼 할배 주식이 됐습니다. 하루 12프로 오르면 많이 올랐다고 박수치는 그런 주식이고요 웬만한 호재로는 주가가 안 움직이고 최소 양자 로봇 혁명같은 거대한 무언가가 나와야 폭등을 기대할 수 있고요. 이런 주식이 장점도 있는데 우량주라서 어제처럼 나스닥 폭락사태에도 주가가 어느정도 방어가 되고 그리고 세계 경제 미국 경제 외부 상황에따라 주가가 움직이니까 미국 경기가 침체기일때 억대로 큰돈을 한번에 박아서 1년 후 머 한 3040프로 정도 수익을 기대할 수 있습니다. 엔비디아가 앞으로 더 조정을 받으면 90100로 보는데 100부터 담으면 내년 내후년에 170까지 기대해볼 수 있고요 테슬라랑 많이들 비교하시는데 앞으로 갈길이 먼 성장주라 테슬라랑 엔비디아를 비교하는건 좀 안맞고요 어쨋든 올해가 담을 기회니까 내년 내후년에 수확 잘하시길 바랍ㄴ다.,2025-03-29T13:12:22+09:00
﻿﻿역시 105는 무적이다!,역시 105는 무적이다,역시 105는 무적이다!,2025-03-31T20:11:24+09:00
﻿﻿얘 와이라노?,얘 와이라노,얘 와이라노?,2025-03-27T09:00:55+09:00
﻿﻿그냥 자얄듯. 트럼프 때문에 몇개월전으로 돌아가네,그냥 자얄듯 트럼프 때문에 몇개월전으로 돌아가네,그냥 자얄듯. 트럼프 때문에 몇개월전으로 돌아가네,2025-03-28T22:33:06+09:00
﻿﻿왜 자꾸 사는걸까요.. 조졌네,왜 자꾸 사는걸까요 조졌네,왜 자꾸 사는걸까요.. 조졌네,2025-03-27T17:48:27+09:00
﻿﻿며칠내로 롱  각 더 보고있습니다..한달간 거의 엔비로만 수익냈네요.. 신입니다..  70대 까지가면 더 기회고요.. 130은 올해  찍먹으로라도 무조건 찍을거고..,며칠내로 롱 각 더 보고있습니다한달간 거의 엔비로만 수익냈네요 신입니다 70대 까지가면 더 기회고요 130은 올해 찍먹으로라도 무조건 찍을거고,며칠내로 롱 각 더 보고있습니다..한달간 거의 엔비로만 수익냈네요.. 신입니다.. 70대 까지가면 더 기회고요.. 130은 올해 찍먹으로라도 무조건 찍을거고..,2025-04-02T05:25:57+09:00
﻿﻿주식을 10년을 보고 장기적으로 투자한다는건 이렇게 오를때 팔았다가 내릴때 산다는 건가요? 아니면 오르던 내리던 계속 가지고 있는건가요?,주식을 10년을 보고 장기적으로 투자한다는건 이렇게 오를때 팔았다가 내릴때 산다는 건가요 아니면 오르던 내리던 계속 가지고 있는건가요,주식을 10년을 보고 장기적으로 투자한다는건 이렇게 오를때 팔았다가 내릴때 산다는 건가요? 아니면 오르던 내리던 계속 가지고 있는건가요?,2025-03-25T01:39:32+09:00
﻿﻿자 주식은 쌀때 사서 비쌀때 파는겁니다. 그것만 지키면 하루 100만원 수익은 우습습니다.,자 주식은 쌀때 사서 비쌀때 파는겁니다 그것만 지키면 하루 100만원 수익은 우습습니다,자 주식은 쌀때 사서 비쌀때 파는겁니다. 그것만 지키면 하루 100만원 수익은 우습습니다.,2025-03-26T05:57:30+09:00
﻿﻿조심스럽게 토스알림을 꺼봅니다.........,조심스럽게 토스알림을 꺼봅니다,조심스럽게 토스알림을 꺼봅니다.........,2025-03-31T14:09:13+09:00
﻿﻿아니 님들이 장투러 였으면 황사장한테 오히려 감사했겠져 양자에다가 투기해놓고 폭락하니까 찾아와서 짖지 좀 맙시다 나이도 많이 드신 분들이,아니 님들이 장투러 였으면 황사장한테 오히려 감사했겠져 양자에다가 투기해놓고 폭락하니까 찾아와서 짖지 좀 맙시다 나이도 많이 드신 분들이,아니 님들이 장투러 였으면 황사장한테 오히려 감사했겠져 양자에다가 투기해놓고 폭락하니까 찾아와서 짖지 좀 맙시다 나이도 많이 드신 분들이,2025-03-23T18:28:16+09:00
﻿﻿오르나 내리나 매일 2500 모으기 N일차,오르나 내리나 매일 2500 모으기 N일차,오르나 내리나 매일 2500 모으기 N일차,2025-03-31T22:57:43+09:00
﻿﻿훼이크다 이지쉭들아!,훼이크다 이지쉭들아,훼이크다 이지쉭들아!,2025-03-28T22:34:08+09:00
﻿﻿으휴,으휴,으휴,2025-03-27T09:20:20+09:00
﻿﻿106 든든 ~,106 든든,106 든든,2025-04-01T23:08:19+09:00
﻿﻿댐 터졌다 막아!!,댐 터졌다 막아,댐 터졌다 막아!!,2025-03-28T23:13:36+09:00
﻿﻿5%어디갔는데 토스야 ㅅㅍㅅㅍ,5어디갔는데 토스야,5어디갔는데 토스야 ㅅㅍㅅㅍ,2025-03-28T22:33:20+09:00
﻿﻿쇼를 시작하겠습니다~!,쇼를 시작하겠습니다,쇼를 시작하겠습니다!,2025-03-27T22:31:03+09:00
﻿﻿오 정확하네 슬슬 들어가보자 조심할께165000인지 158000인지 모른다 총알 남겨두자,오 정확하네 슬슬 들어가보자 조심할께165000인지 158000인지 모른다 총알 남겨두자,오 정확하네 슬슬 들어가보자 조심할께165000인지 158000인지 모른다 총알 남겨두자,2025-03-27T02:38:42+09:00
﻿﻿제발 ㅠㅠ 트럼프 진짜 ㅠㅠㅠㅠ,제발 트럼프 진짜,제발 ㅠㅠ 트럼프 진짜 ㅠㅠㅠㅠ,2025-03-31T22:47:48+09:00
﻿﻿테슬라는 어제 떨어진거 다 복구했는데 넌 뭐하냐,테슬라는 어제 떨어진거 다 복구했는데 넌 뭐하냐,테슬라는 어제 떨어진거 다 복구했는데 넌 뭐하냐,2025-03-27T23:57:12+09:00
﻿﻿기업이 하자도 없는데 무지성으로 내렸으면 상증장에 파멸적 상승 해놔라 진짜,기업이 하자도 없는데 무지성으로 내렸으면 상증장에 파멸적 상승 해놔라 진짜,기업이 하자도 없는데 무지성으로 내렸으면 상증장에 파멸적 상승 해놔라 진짜,2025-03-27T16:04:54+09:00
﻿﻿토스에서는 데이마켓  거래 가능해요?,토스에서는 데이마켓 거래 가능해요,토스에서는 데이마켓 거래 가능해요?,2025-03-27T09:12:18+09:00
﻿﻿3월까지 나왔던 각종 지표는 트럼프가 관세전쟁 일으키기 전 지표였음  그런데 4월부터는 관세전쟁 일으킨 후 지표들임  수치들을 보고 나스닥이 얼마나 떨어질지 어느정도 분석할수있기 때문에  그 지표 발표 알려주는 앱이나 유튜브 방송 꼭 챙겨보시고요.,3월까지 나왔던 각종 지표는 트럼프가 관세전쟁 일으키기 전 지표였음 그런데 4월부터는 관세전쟁 일으킨 후 지표들임 수치들을 보고 나스닥이 얼마나 떨어질지 어느정도 분석할수있기 때문에 그 지표 발표 알려주는 앱이나 유튜브 방송 꼭 챙겨보시고요,3월까지 나왔던 각종 지표는 트럼프가 관세전쟁 일으키기 전 지표였음 그런데 4월부터는 관세전쟁 일으킨 후 지표들임 수치들을 보고 나스닥이 얼마나 떨어질지 어느정도 분석할수있기 때문에 그 지표 발표 알려주는 앱이나 유튜브 방송 꼭 챙겨보시고요.,2025-03-31T10:15:24+09:00
﻿﻿와...하...역겹고 끔찍하고 그러네.....,와하역겹고 끔찍하고 그러네,와...하...역겹고 끔찍하고 그러네.....,2025-03-27T03:59:44+09:00
﻿﻿중국 AI가 그리 대단한가,중국 AI가 그리 대단한가,중국 AI가 그리 대단한가,2025-03-26T22:59:24+09:00
﻿﻿오늘은 날이아닌가벼,오늘은 날이아닌가벼,오늘은 날이아닌가벼,2025-03-25T22:53:48+09:00
﻿﻿우왕 오른다앙,우왕 오른다앙,우왕 오른다앙,2025-03-24T23:37:57+09:00
﻿﻿장기론 오를거 아는데 오늘 반등 넘 약하네  딴애덜 2~5퍼 반등할때 1퍼도 반등 못하네 아오 ..,장기론 오를거 아는데 오늘 반등 넘 약하네 딴애덜 25퍼 반등할때 1퍼도 반등 못하네 아오,장기론 오를거 아는데 오늘 반등 넘 약하네 딴애덜 25퍼 반등할때 1퍼도 반등 못하네 아오 ..,2025-03-27T00:22:41+09:00
﻿﻿쎄하네,쎄하네,쎄하네,2025-03-31T23:04:45+09:00
﻿﻿분명 지금 떨어져야 맞는 주식인데 오르는거보니까 누가 탑쌓고 있네요 지금 물타기하시면 후회하십니다.,분명 지금 떨어져야 맞는 주식인데 오르는거보니까 누가 탑쌓고 있네요 지금 물타기하시면 후회하십니다,분명 지금 떨어져야 맞는 주식인데 오르는거보니까 누가 탑쌓고 있네요 지금 물타기하시면 후회하십니다.,2025-03-31T23:11:12+09:00
﻿﻿기관들이 개쳐물려있긴한 모양  ㅋㅋ 103 후반대만 가면 발작적으로 쳐올리는데 더 올릴생각은 없어보이네 ㅋㅋㅋ,기관들이 개쳐물려있긴한 모양 103 후반대만 가면 발작적으로 쳐올리는데 더 올릴생각은 없어보이네,기관들이 개쳐물려있긴한 모양 ㅋㅋ 103 후반대만 가면 발작적으로 쳐올리는데 더 올릴생각은 없어보이네 ㅋㅋㅋ,2025-03-31T23:49:29+09:00
﻿﻿오늘롱이다  전인구영상 ㄱ.ㄱ,오늘롱이다 전인구영상,오늘롱이다 전인구영상 ㄱ.ㄱ,2025-03-31T14:25:16+09:00
﻿﻿진입,진입,진입,2025-03-27T20:23:31+09:00
﻿﻿더 사고싶잖아,더 사고싶잖아,더 사고싶잖아,2025-03-29T00:20:50+09:00
﻿﻿아니.....~~ 나랑 장난쳐? 혼자 뭐해? 왜 이러는거야? 나한테 .. 😢😭😞,아니 나랑 장난쳐 혼자 뭐해 왜 이러는거야 나한테,아니..... 나랑 장난쳐? 혼자 뭐해? 왜 이러는거야? 나한테 ..,2025-03-28T00:15:03+09:00
﻿﻿다시 도르마무야?,다시 도르마무야,다시 도르마무야?,2025-03-26T23:13:00+09:00
﻿﻿줄먹,줄먹,줄먹,2025-03-24T22:51:55+09:00
﻿﻿테슬라vs엔비디아  누가이기냐,테슬라vs엔비디아 누가이기냐,테슬라vs엔비디아 누가이기냐,2025-03-24T23:00:54+09:00
﻿﻿오늘만은 얘 비중이 제일 높아서 정말 다행이다..,오늘만은 얘 비중이 제일 높아서 정말 다행이다,오늘만은 얘 비중이 제일 높아서 정말 다행이다..,2025-03-29T04:48:35+09:00
﻿﻿다음주 월요일도 관세발효 앞두고 폭망할 듯.,다음주 월요일도 관세발효 앞두고 폭망할 듯,다음주 월요일도 관세발효 앞두고 폭망할 듯.,2025-03-28T23:20:29+09:00
﻿﻿장초반 분위기가 장마감분위기까지 이어지는 요즘인데 오늘도 양전은 힘든가봄,장초반 분위기가 장마감분위기까지 이어지는 요즘인데 오늘도 양전은 힘든가봄,장초반 분위기가 장마감분위기까지 이어지는 요즘인데 오늘도 양전은 힘든가봄,2025-04-01T22:35:43+09:00
﻿﻿얘들아 숏 몰아가자  오늘 +10퍼 먹을텐데 그냥 차라리  뺐다 80불 되면 그때 사자 ㅋㅋ,얘들아 숏 몰아가자 오늘 10퍼 먹을텐데 그냥 차라리 뺐다 80불 되면 그때 사자,얘들아 숏 몰아가자 오늘 10퍼 먹을텐데 그냥 차라리 뺐다 80불 되면 그때 사자 ㅋㅋ,2025-03-31T19:42:48+09:00
﻿﻿근본없이 떨어지네,근본없이 떨어지네,근본없이 떨어지네,2025-03-31T22:40:26+09:00
﻿﻿엄마 출근하기전에 종목숨기기로 했다….,엄마 출근하기전에 종목숨기기로 했다,엄마 출근하기전에 종목숨기기로 했다.,2025-03-26T23:14:59+09:00
﻿﻿황이 미국이랑 중국사이에서 박쥐짓하다가 중국한테 뒤통수 쌔게맞음(정부의 막대한 자본으로 자체칩 개발은 물론 Ai전체에 투자중) 트럼프한테 미국에 투자 부랴부랴 하겠다고하지만 자체칩 개발중인 2세대 칩들이 치고 올라올것. 성장하긴 하겠지만 어쩌면 Ai로 주가 뻥튀기한거 모조리 반납하거나 상승속도는 더딜것. 월가는 이러한 흐름을 선반영중.  장기투자 할꺼면 이딴 개잡주행 된거에 넣지말고 전세계 70억 인구를 사로잡은 애플에 1주라도 더 넣으셈. 애플은 절대 지지않는 태양과도 같은 기업임.,황이 미국이랑 중국사이에서 박쥐짓하다가 중국한테 뒤통수 쌔게맞음정부의 막대한 자본으로 자체칩 개발은 물론 Ai전체에 투자중 트럼프한테 미국에 투자 부랴부랴 하겠다고하지만 자체칩 개발중인 2세대 칩들이 치고 올라올것 성장하긴 하겠지만 어쩌면 Ai로 주가 뻥튀기한거 모조리 반납하거나 상승속도는 더딜것 월가는 이러한 흐름을 선반영중 장기투자 할꺼면 이딴 개잡주행 된거에 넣지말고 전세계 70억 인구를 사로잡은 애플에 1주라도 더 넣으셈 애플은 절대 지지않는 태양과도 같은 기업임,황이 미국이랑 중국사이에서 박쥐짓하다가 중국한테 뒤통수 쌔게맞음정부의 막대한 자본으로 자체칩 개발은 물론 Ai전체에 투자중 트럼프한테 미국에 투자 부랴부랴 하겠다고하지만 자체칩 개발중인 2세대 칩들이 치고 올라올것. 성장하긴 하겠지만 어쩌면 Ai로 주가 뻥튀기한거 모조리 반납하거나 상승속도는 더딜것. 월가는 이러한 흐름을 선반영중. 장기투자 할꺼면 이딴 개잡주행 된거에 넣지말고 전세계 70억 인구를 사로잡은 애플에 1주라도 더 넣으셈. 애플은 절대 지지않는 태양과도 같은 기업임.,2025-04-02T05:25:39+09:00
﻿﻿하루만 버티면 🚀 쏩니다 4월2일 관세는 하는거확실 시장은 불확실싫어하죠  오늘까지 주가 트럼트관세 내일이면 해방 걱정마이소,하루만 버티면 쏩니다 4월2일 관세는 하는거확실 시장은 불확실싫어하죠 오늘까지 주가 트럼트관세 내일이면 해방 걱정마이소,하루만 버티면 쏩니다 4월2일 관세는 하는거확실 시장은 불확실싫어하죠 오늘까지 주가 트럼트관세 내일이면 해방 걱정마이소,2025-04-01T14:17:40+09:00
﻿﻿지금이니?,지금이니,지금이니?,2025-03-28T23:52:30+09:00
﻿﻿가지마아ㅏㅏㅏㅜㅜ,가지마아,가지마아ㅏㅏㅏㅜㅜ,2025-03-28T23:22:43+09:00
﻿﻿와 오늘같은 날 쳐 박으러 간다고?,와 오늘같은 날 쳐 박으러 간다고,와 오늘같은 날 쳐 박으러 간다고?,2025-03-24T22:36:06+09:00
﻿﻿대부분 알겠지만 물타는 거는 현재 평단에서 한 20%는 빠져야 효과가 있지 5-10% 빠진 때는 수량만 늘어요. 뭐 평단은 상관없고 현재 주가에서 수량이나 늘리자 라면 모를까 진짜 평단 낮추기 위해서 물타는거면 시점 잘 보고 타요~,대부분 알겠지만 물타는 거는 현재 평단에서 한 20는 빠져야 효과가 있지 510 빠진 때는 수량만 늘어요 뭐 평단은 상관없고 현재 주가에서 수량이나 늘리자 라면 모를까 진짜 평단 낮추기 위해서 물타는거면 시점 잘 보고 타요,대부분 알겠지만 물타는 거는 현재 평단에서 한 20는 빠져야 효과가 있지 510 빠진 때는 수량만 늘어요. 뭐 평단은 상관없고 현재 주가에서 수량이나 늘리자 라면 모를까 진짜 평단 낮추기 위해서 물타는거면 시점 잘 보고 타요,2025-03-27T18:50:33+09:00
